id,state,Cat0,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6,Cat7,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
3526,ME,0,0,1,1,0,0,0,0,42,510,0,0,0,139.4,109,23.7,223.8,121,19.02,244.9,105,11.02,4.6,3,1.24,1,0
51,SD,1,1,0,0,0,0,0,1,149,408,0,1,28,180.7,92,30.72,187.8,64,15.96,265.5,53,11.95,12.6,3,3.4,3,0
1522,ND,0,0,0,1,0,0,1,0,110,408,0,0,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,0
947,VT,0,1,1,0,0,0,0,1,99,408,0,1,19,87.7,103,14.91,223,86,18.96,182.3,112,8.2,7.3,4,1.97,2,0
2438,AR,0,0,1,0,0,0,0,0,185,415,0,1,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,0
1053,NV,0,0,0,0,0,1,1,0,81,415,0,0,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,0
2713,MN,0,0,1,0,0,1,0,0,59,408,0,1,32,211.9,120,36.02,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1,0
541,NY,0,0,0,0,0,1,0,1,140,415,0,0,0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2,0
1850,AL,0,1,0,0,0,0,0,0,132,408,0,0,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,0
651,LA,0,1,0,0,0,1,0,0,115,415,0,1,26,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6,0
1410,VT,0,1,1,0,0,0,0,1,95,510,0,0,0,203.4,96,34.58,168.6,61,14.33,173,105,7.79,13.7,3,3.7,2,0
4221,WV,0,0,1,1,0,0,1,0,36,510,0,0,0,175.7,69,29.87,154.8,98,13.16,208.2,68,9.37,9.5,2,2.57,0,0
2606,AL,0,1,0,0,0,0,0,0,107,408,0,0,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,0
1616,MA,0,1,0,0,0,0,1,0,88,408,0,1,0,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,0
590,CT,0,0,0,0,0,0,1,0,84,510,0,1,0,165.3,97,28.1,223.5,118,19,260.8,72,11.74,7.6,7,2.05,3,0
4240,OH,0,0,0,0,0,0,1,1,125,415,0,0,0,214.7,115,36.5,260.6,94,22.15,266.3,123,11.98,7.4,6,2,3,0
3395,WY,0,0,1,1,0,0,0,1,118,408,0,0,0,232.4,92,39.51,191,68,16.24,213,138,9.58,7.7,4,2.08,1,0
3228,OR,1,1,0,1,0,0,0,0,88,408,0,0,0,192.6,96,32.74,184,92,15.64,173.6,113,7.81,8.8,6,2.38,2,0
1460,CO,0,0,0,0,0,1,0,0,119,408,0,0,0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4,0,0
946,NY,0,0,0,0,0,1,0,1,167,415,0,0,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,0
885,NH,0,0,0,0,1,1,0,0,78,408,0,0,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,0
2070,KY,0,1,0,0,1,0,0,0,80,415,0,0,0,220,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2,0
844,OR,1,1,0,1,0,0,0,0,48,415,0,0,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6,8.3,4,2.24,2,0
2688,CT,0,0,0,0,0,0,1,0,67,415,0,0,0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0,0
2265,WY,0,0,1,1,0,0,0,1,116,510,0,1,12,221,108,37.57,151,118,12.84,179,80,8.06,9,6,2.43,2,0
3279,GA,1,0,0,1,0,0,0,0,162,408,0,1,21,205.2,128,34.88,231.7,128,19.69,180.3,100,8.11,10.6,3,2.86,2,0
1433,VT,0,1,1,0,0,0,0,1,93,510,0,1,32,218.7,117,37.18,115,61,9.78,192.7,85,8.67,9.4,5,2.54,2,0
1487,NJ,0,0,0,0,1,0,1,0,125,415,0,0,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,0
2682,UT,0,1,1,0,0,1,0,0,81,415,0,0,0,129.9,121,22.08,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59,0,0
628,CO,0,0,0,0,0,1,0,0,22,510,0,1,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,0
473,WI,0,0,1,1,0,1,0,0,44,415,1,0,0,62.3,92,10.59,275,82,23.38,138.7,108,6.24,10.8,3,2.92,1,0
2651,NJ,0,0,0,0,1,0,1,0,108,415,0,0,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,0
3293,MA,0,1,0,0,0,0,1,0,101,408,0,0,0,189,122,32.13,179.2,91,15.23,186.8,100,8.41,11.1,6,3,0,0
313,ND,0,0,0,1,0,0,1,0,79,408,0,0,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,4,1.81,1,0
111,NJ,0,0,0,0,1,0,1,0,78,415,0,0,0,231,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,0
1982,FL,1,0,1,0,0,0,0,0,103,415,0,0,0,158.7,90,26.98,198.4,117,16.86,181.1,76,8.15,10.5,4,2.84,1,0
4162,OH,0,0,0,0,0,0,1,1,108,415,0,1,30,126,124,21.42,202.4,84,17.2,186.4,99,8.39,8.6,1,2.32,1,0
2423,WV,0,0,1,1,0,0,1,0,87,415,0,0,0,58,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,0
3992,MA,0,1,0,0,0,0,1,0,66,408,0,0,0,128.2,109,21.79,274.5,112,23.33,211,90,9.49,8.1,4,2.19,0,0
2361,WA,0,0,1,1,1,0,0,0,47,415,0,1,27,165,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,0
3684,RI,1,1,0,0,0,1,0,0,90,510,0,0,0,190,98,32.3,196.1,111,16.67,216.4,58,9.74,8,6,2.16,2,0
3955,TN,0,1,1,1,0,0,0,0,104,510,0,0,0,142.6,88,24.24,85.4,96,7.26,246.4,80,11.09,14,4,3.78,1,0
2544,MO,0,0,1,0,0,0,1,0,110,415,0,0,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,0
3421,ME,0,0,1,1,0,0,0,0,115,408,0,0,0,200.2,115,34.03,268.8,109,22.85,185.4,102,8.34,12.8,2,3.46,3,0
2048,AZ,0,0,0,1,0,0,0,0,68,415,0,0,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1,0
1482,TN,0,1,1,1,0,0,0,0,127,415,0,1,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,0
3318,AR,0,0,1,0,0,0,0,0,173,408,0,0,0,154.6,81,26.28,147.3,100,12.52,132.9,99,5.98,6.9,5,1.86,0,0
2590,NV,0,0,0,0,0,1,1,0,116,510,0,1,35,118,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,0
1691,NV,0,0,0,0,0,1,1,0,118,510,0,1,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,0
294,AR,0,0,1,0,0,0,0,0,79,408,0,0,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,0
2213,IL,1,0,0,0,0,0,0,1,91,415,0,0,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,0
2784,WI,0,0,1,1,0,1,0,0,87,415,0,0,0,238,97,40.46,164.5,97,13.98,282.5,132,12.71,10.6,6,2.86,2,0
3081,NJ,0,0,0,0,1,0,1,0,42,408,0,1,16,240.8,80,40.94,212.6,121,18.07,271.7,138,12.23,9.4,4,2.54,1,0
2401,WV,0,0,1,1,0,0,1,0,87,415,0,0,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,0
2078,ID,1,0,0,0,0,0,1,0,82,510,0,1,34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,3,1.27,3,0
2946,TX,0,1,1,0,1,0,0,0,65,415,0,0,0,217.9,89,37.04,238.8,101,20.3,194.4,105,8.75,6.6,4,1.78,0,0
967,CO,0,0,0,0,0,1,0,0,76,408,0,1,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,0
439,ID,1,0,0,0,0,0,1,0,46,415,0,0,0,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32,2,0
1283,KY,0,1,0,0,1,0,0,0,108,415,0,1,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,0
824,MO,0,0,1,0,0,0,1,0,103,408,0,1,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,0
988,SC,1,1,0,0,0,0,1,0,72,415,0,0,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,0
1224,LA,0,1,0,0,0,1,0,0,111,415,0,1,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,0
3455,ND,0,0,0,1,0,0,1,0,90,510,0,0,0,169.4,127,28.8,157.2,111,13.36,172.4,103,7.76,10.7,2,2.89,1,0
168,MD,0,1,0,0,0,0,0,1,97,415,0,0,0,218,86,37.06,184,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0
76,DC,0,0,0,0,0,0,0,1,82,510,0,0,0,143.9,61,24.46,194.9,105,16.57,109.6,94,4.93,11.1,2,3,1,0
2083,ME,0,0,1,1,0,0,0,0,19,415,0,0,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,0
3498,MT,0,0,0,1,1,0,0,0,122,510,0,0,0,190,125,32.3,141.5,77,12.03,216.8,68,9.76,15.9,3,4.29,3,0
1336,WA,0,0,1,1,1,0,0,0,86,510,0,0,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9,2,2.43,1,0
773,KY,0,1,0,0,1,0,0,0,60,408,0,0,0,135.4,134,23.02,205.9,85,17.5,204,103,9.18,7.9,4,2.13,1,0
3432,MT,0,0,0,1,1,0,0,0,73,415,0,1,33,129.8,112,22.07,225.3,96,19.15,262.5,104,11.81,8.6,3,2.32,1,0
2827,AZ,0,0,0,1,0,0,0,0,192,415,0,1,36,156.2,77,26.55,215.5,126,18.32,279.1,83,12.56,9.9,6,2.67,2,0
2982,TN,0,1,1,1,0,0,0,0,96,415,0,0,0,264.6,117,44.98,264.1,121,22.45,77.1,89,3.47,8.1,4,2.19,0,0
1149,TX,0,1,1,0,1,0,0,0,50,408,0,1,31,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,4,3.67,3,0
2669,MS,0,0,1,0,0,0,0,1,143,510,0,0,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,0
1329,MT,0,0,0,1,1,0,0,0,33,510,0,1,35,161.9,85,27.52,151.2,82,12.85,191,131,8.59,8.5,2,2.3,1,0
3607,ME,0,0,1,1,0,0,0,0,119,510,0,0,0,140,135,23.8,138.9,103,11.81,230.2,121,10.36,6.1,6,1.65,0,0
4235,NC,0,0,0,1,0,1,0,0,61,510,0,0,0,180.45,97,1.22,221.8,78,18.85,174.5,94,7.85,12,4,3.24,1,0
275,AZ,0,0,0,1,0,0,0,0,158,510,0,0,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,4,3.89,0,0
2519,UT,0,1,1,0,0,1,0,0,201,510,0,0,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7,6,1.89,1,0
2302,MD,0,1,0,0,0,0,0,1,189,415,0,1,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,0
635,NC,0,0,0,1,0,1,0,0,128,510,0,0,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1,0
802,AL,0,1,0,0,0,0,0,0,91,510,0,1,23,232.4,97,39.51,186,88,15.81,190.5,128,8.57,12.3,3,3.32,3,0
2332,AK,1,0,0,0,0,0,0,0,55,408,0,1,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,0
2593,CT,0,0,0,0,0,0,1,0,63,408,0,1,25,190,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,0
1517,SD,1,1,0,0,0,0,0,1,93,415,0,0,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,0
3869,NH,0,0,0,0,1,1,0,0,170,415,0,0,0,222.8,82,37.88,148.2,105,12.6,231.1,75,10.4,13.3,5,3.59,1,0
746,VT,0,1,1,0,0,0,0,1,124,415,0,0,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12,2,3.24,0,0
4079,VA,0,1,1,0,0,0,1,0,102,510,0,0,0,62.5,68,10.63,222.2,114,18.89,142.4,96,6.41,12.5,5,3.38,1,0
972,KS,0,1,0,1,0,0,0,0,128,415,0,0,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,0
395,GA,1,0,0,1,0,0,0,0,141,510,0,1,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,0
3745,FL,1,0,1,0,0,0,0,0,66,510,0,0,0,113.9,112,19.36,271.8,106,23.1,216.7,95,9.75,15.6,3,4.21,2,0
453,RI,1,1,0,0,0,1,0,0,95,510,0,1,27,129.5,106,22.02,248.9,90,21.16,268,115,12.06,11.9,3,3.21,1,0
363,MT,0,0,0,1,1,0,0,0,58,510,0,1,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,0
3578,ME,0,0,1,1,0,0,0,0,119,510,0,0,0,73.7,66,12.53,160.5,132,13.64,214.2,67,9.64,13,6,3.51,3,0
425,VA,0,1,1,0,0,0,1,0,62,408,0,0,0,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,2,0
143,LA,0,1,0,0,0,1,0,0,179,408,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0
2758,NJ,0,0,0,0,1,0,1,0,93,415,0,0,0,146.3,85,24.87,216.6,95,18.41,233,82,10.49,11.5,3,3.11,0,0
3319,WI,0,0,1,1,0,1,0,0,98,415,1,1,20,186.2,112,31.65,145.3,65,12.35,142.8,104,6.43,10.9,4,2.94,3,0
2161,FL,1,0,1,0,0,0,0,0,90,415,0,1,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,0
3259,CO,0,0,0,0,0,1,0,0,49,415,0,0,0,172,142,29.24,224,100,19.04,177.3,86,7.98,7.4,1,2,0,0
430,NM,0,0,0,0,1,0,0,1,87,415,0,0,0,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,3,3.48,1,0
2837,ND,0,0,0,1,0,0,1,0,63,415,0,1,32,218.9,124,37.21,214.3,125,18.22,260.3,120,11.71,12.9,3,3.48,1,0
4202,CA,0,0,0,0,1,0,0,0,175,510,0,0,0,161.2,121,27.4,136.7,109,11.62,103.3,63,4.65,9.6,9,2.59,1,0
279,DE,1,1,0,0,0,0,0,0,108,510,0,0,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,0
2002,ND,0,0,0,1,0,0,1,0,118,408,0,0,0,224.6,94,38.18,225.9,120,19.2,269,105,12.11,12.5,8,3.38,2,0
2975,NY,0,0,0,0,0,1,0,1,143,415,0,0,0,168.6,85,28.66,176.3,89,14.99,282.3,69,12.7,13.3,10,3.59,1,0
3613,ND,0,0,0,1,0,0,1,0,56,510,0,1,37,153.7,97,26.13,271.4,91,23.07,179,121,8.06,8.3,2,2.24,1,0
1975,GA,1,0,0,1,0,0,0,0,109,510,0,1,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,10.6,6,2.86,5,0
4152,AR,0,0,1,0,0,0,0,0,80,415,0,1,34,243.4,96,41.38,102.3,115,8.7,217.8,95,9.8,12.2,3,3.29,1,0
2112,MT,0,0,0,1,1,0,0,0,157,408,0,0,0,240.2,67,40.83,153,98,13.01,249,72,11.21,10.2,6,2.75,2,0
3155,NM,0,0,0,0,1,0,0,1,110,415,0,0,0,198.2,92,33.69,147.1,97,12.5,199.6,76,8.98,16.5,4,4.46,4,0
2247,FL,1,0,1,0,0,0,0,0,108,510,0,0,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,0
1705,NC,0,0,0,1,0,1,0,0,89,408,0,0,0,105.9,151,18,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,0
1309,AZ,0,0,0,1,0,0,0,0,122,510,0,1,22,204.5,92,34.77,139.6,121,11.87,205,103,9.23,8.6,5,2.32,2,0
3118,AK,1,0,0,0,0,0,0,0,83,415,0,0,0,182.5,85,31.03,181.5,114,15.43,199.1,110,8.96,14.7,6,3.97,1,0
1547,IL,1,0,0,0,0,0,0,1,70,408,0,0,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8,3,2.16,2,0
3277,OK,1,1,1,0,0,0,0,0,109,415,1,0,0,166.5,101,28.31,268.4,119,22.81,126.2,112,5.68,10.2,3,2.75,3,0
1508,KY,0,1,0,0,1,0,0,0,125,408,0,0,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,0
2015,NC,0,0,0,1,0,1,0,0,85,510,0,0,0,183.4,111,31.18,168.8,98,14.35,199.7,97,8.99,9.9,4,2.67,4,0
3877,MN,0,0,1,0,0,1,0,0,90,408,0,1,32,276.6,76,47.02,138.3,90,11.76,279.6,88,12.58,6.8,3,1.84,3,0
160,OK,1,1,1,0,0,0,0,0,118,408,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0
357,OR,1,1,0,1,0,0,0,0,49,510,0,0,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,0
137,DC,0,0,0,0,0,0,0,1,148,415,0,0,0,202,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0
3888,NH,0,0,0,0,1,1,0,0,136,510,0,1,19,174,96,29.58,217.2,126,18.46,220.3,97,9.91,11.4,3,3.08,1,0
3172,MO,0,0,1,0,0,0,1,0,87,510,0,0,0,261,83,44.37,144.2,95,12.26,284.4,119,12.8,16.3,1,4.4,4,0
2017,OH,0,0,0,0,0,0,1,1,114,415,0,0,0,187.8,109,31.93,154.6,97,13.14,213.9,102,9.63,10.1,3,2.73,2,0
2074,ID,1,0,0,0,0,0,1,0,92,415,0,0,0,197.2,113,33.52,242.3,116,20.6,192,76,8.64,11,5,2.97,2,0
1497,LA,0,1,0,0,0,1,0,0,112,510,0,0,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,0
3851,MN,0,0,1,0,0,1,0,0,49,415,0,0,0,171.5,86,29.16,188.8,85,16.05,155.1,82,6.98,8.5,2,2.3,2,0
1772,WY,0,0,1,1,0,0,0,1,146,408,0,0,0,109,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,0
3195,AK,1,0,0,0,0,0,0,0,112,415,0,1,31,142.9,92,24.29,233.8,107,19.87,329.2,142,14.81,10.4,6,2.81,0,0
1920,MD,0,1,0,0,0,0,0,1,166,415,0,0,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,0
2726,SD,1,1,0,0,0,0,0,1,100,510,0,1,24,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,10.3,3,2.78,0,0
3859,MA,0,1,0,0,0,0,1,0,19,415,0,1,29,142.7,94,24.26,129.9,60,11.04,165.3,65,7.44,10,4,2.7,0,0
390,NE,0,0,0,1,0,0,0,1,44,415,0,0,0,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,0
329,TN,0,1,1,1,0,0,0,0,98,415,0,1,22,278.3,89,47.31,93.4,143,7.94,107.6,100,4.84,9.7,5,2.62,0,0
2845,NC,0,0,0,1,0,1,0,0,106,415,0,1,25,169.4,105,28.8,240.5,108,20.44,159.4,114,7.17,13.9,5,3.75,4,0
3359,NH,0,0,0,0,1,1,0,0,74,510,0,0,0,154.3,71,26.23,262.3,105,22.3,235.3,99,10.59,13.9,4,3.75,0,0
1241,RI,1,1,0,0,0,1,0,0,123,415,0,1,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15,1,4.05,0,0
1959,FL,1,0,1,0,0,0,0,0,106,510,0,0,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,0
1042,OH,0,0,0,0,0,0,1,1,147,415,1,1,24,219.9,118,37.38,208.5,116,17.72,200.45,111,9.02,8.1,4,2.19,3,0
2549,NY,0,0,0,0,0,1,0,1,91,510,0,0,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3,1,0
506,OR,1,1,0,1,0,0,0,0,151,510,0,0,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,0
3011,ND,0,0,0,1,0,0,1,0,51,510,0,0,0,95.3,103,16.2,189.3,116,16.09,238.7,110,10.74,13.6,4,3.67,1,0
418,AK,1,0,0,0,0,0,0,0,41,415,0,0,0,159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,5,3,1,0
234,MN,0,0,1,0,0,1,0,0,81,415,0,0,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,0
3681,CT,0,0,0,0,0,0,1,0,73,510,0,0,0,159,123,27.03,233.3,95,19.83,178.9,100,8.05,15.2,3,4.1,2,0
1471,KS,0,1,0,1,0,0,0,0,120,510,0,0,0,158,110,26.86,197,103,16.75,154.9,132,6.97,10,5,2.7,1,0
4206,RI,1,1,0,0,0,1,0,0,152,415,0,0,0,189.5,108,32.22,218.4,69,18.56,291.1,81,13.1,11,2,2.97,3,0
2530,VA,0,1,1,0,0,0,1,0,105,415,0,0,0,259.3,96,44.08,175.2,97,14.89,222.4,100,10.01,12,5,3.24,3,0
3234,NY,0,0,0,0,0,1,0,1,76,415,0,0,0,201.5,127,34.26,155.2,91,13.19,249.6,103,11.23,8.6,1,2.32,2,0
4096,AR,0,0,1,0,0,0,0,0,74,415,0,0,0,201.4,112,34.24,109.6,71,9.32,200.2,135,9.01,10.7,2,2.89,1,0
3077,MI,0,0,1,0,1,0,0,0,136,415,0,1,24,50.1,134,8.52,295.8,89,25.14,111.8,115,5.03,11,6,2.97,0,0
3107,RI,1,1,0,0,0,1,0,0,94,415,0,0,0,142.3,50,24.19,231.5,142,19.68,205.6,79,9.25,5.5,3,1.49,1,0
227,WY,0,0,1,1,0,0,0,1,139,415,0,0,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13,3,3.51,3,0
2263,NE,0,0,0,1,0,0,0,1,155,408,0,1,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,0
3383,NC,0,0,0,1,0,1,0,0,43,415,0,0,0,165.8,96,28.19,132,105,11.22,323.2,62,14.54,10.7,6,2.89,0,0
3779,HI,1,0,0,0,1,0,0,0,71,415,0,0,0,119.9,108,20.38,240.7,82,20.46,151.1,124,6.8,8.1,7,2.19,3,0
974,MN,0,0,1,0,0,1,0,0,40,510,1,0,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,0
4164,NE,0,0,0,1,0,0,0,1,95,510,0,0,0,88,81,14.96,145.9,109,12.4,237.7,90,10.7,9.8,2,2.65,2,0
3824,CO,0,0,0,0,0,1,0,0,90,415,0,0,0,207.6,82,35.29,193.3,105,16.43,149.7,68,6.74,11.2,6,3.02,1,0
1221,NC,0,0,0,1,0,1,0,0,172,408,0,1,0,274.9,102,46.73,186.6,118,15.86,245,123,11.03,8.8,2,2.38,1,0
166,MN,0,0,1,0,0,1,0,0,53,415,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0
1238,CO,0,0,0,0,0,1,0,0,37,408,0,0,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,0
2235,MT,0,0,0,1,1,0,0,0,109,510,0,0,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,0
1783,NY,0,0,0,0,0,1,0,1,112,408,0,1,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,0
3016,NY,0,0,0,0,0,1,0,1,108,415,0,1,19,312.4,98,53.11,271.4,122,23.07,162.6,91,7.32,10.1,6,2.73,0,0
1415,KS,0,1,0,1,0,0,0,0,123,415,0,0,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9,10,2.43,1,0
1520,CO,0,0,0,0,0,1,0,0,63,415,0,0,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3,0
3923,NC,0,0,0,1,0,1,0,0,166,415,0,1,26,152.1,114,25.86,89.3,67,7.59,194.6,111,8.76,7.5,6,2.03,0,0
906,SD,1,1,0,0,0,0,0,1,88,415,0,0,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,0
3544,WV,0,0,1,1,0,0,1,0,63,415,0,0,0,147.8,95,25.13,201.4,72,17.12,154.9,118,6.97,8.6,8,2.32,1,0
2056,IA,1,0,0,0,0,1,0,0,113,510,0,0,0,156,141,26.52,256.8,72,21.83,175.3,123,7.89,11.9,5,3.21,2,0
3237,MS,0,0,1,0,0,0,0,1,110,415,0,0,0,178.4,110,30.33,179.1,116,15.22,228.1,99,10.26,6.5,4,1.76,1,0
940,MA,0,1,0,0,0,0,1,0,47,415,0,0,0,155.3,116,26.4,188.2,85,16,247,73,11.12,12.3,4,3.32,3,0
3702,OR,1,1,0,1,0,0,0,0,60,510,0,0,0,203.7,95,34.63,212.6,122,18.07,177.1,103,7.97,7.9,1,2.13,3,0
3353,WY,0,0,1,1,0,0,0,1,37,510,0,1,33,225.7,133,38.37,223.9,115,19.03,192.7,131,8.67,11.2,5,3.02,3,0
1310,FL,1,0,1,0,0,0,0,0,106,408,0,0,0,178.4,143,30.33,247,123,21,259.9,105,11.7,9.6,2,2.59,0,0
2953,PA,1,1,0,0,1,0,0,0,91,415,0,0,0,139.8,109,23.77,157,91,13.35,218.6,122,9.84,13.6,4,3.67,3,0
1853,WY,0,0,1,1,0,0,0,1,80,510,0,0,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,0
2231,RI,1,1,0,0,0,1,0,0,63,415,0,0,0,180.5,126,30.69,230,98,19.55,232.5,73,10.46,10.6,3,2.86,0,0
580,AR,0,0,1,0,0,0,0,0,156,415,0,0,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,0
4087,MD,0,1,0,0,0,0,0,1,47,415,0,0,0,111.3,92,18.92,109.4,108,9.3,116.9,80,5.26,10.8,8,2.92,1,0
587,MT,0,0,0,1,1,0,0,0,163,510,0,1,23,160,104,27.2,189.4,64,16.1,229.9,118,10.35,10.4,7,2.81,1,0
